geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,1973,Crop sown area,Corn,16571,1000 hectares
China,1973,Crop sown area,Cotton,4942,1000 hectares
China,1973,Crop sown area,Early rice,12603.3333333333,1000 hectares
China,1973,Crop sown area,Fiber crops,591.333333333333,1000 hectares
China,1973,Crop sown area,Fruit orchards,1294,1000 hectares
China,1973,Crop sown area,Grain,121156,1000 hectares
China,1973,Crop sown area,Late rice,12174,1000 hectares
China,1973,Crop sown area,Middle rice,8515.33333333333,1000 hectares
China,1973,Crop sown area,Millet,5908.66666666667,1000 hectares
China,1973,Crop sown area,Oil crops,5325,1000 hectares
China,1973,Crop sown area,Peanuts,1761,1000 hectares
China,1973,Crop sown area,Rapeseed,2096,1000 hectares
China,1973,Crop sown area,Rice,35090,1000 hectares
China,1973,Crop sown area,Sesame seed,582,1000 hectares
China,1973,Crop sown area,Sorghum,5226.66666666667,1000 hectares
China,1973,Crop sown area,Soybeans,7408,1000 hectares
China,1973,Crop sown area,Sugar beets,285,1000 hectares
China,1973,Crop sown area,Sugar cane,505,1000 hectares
China,1973,Crop sown area,Total sown area,148547,1000 hectares
China,1973,Crop sown area,Tubers,11306,1000 hectares
China,1973,Crop sown area,Vegetables,3149.33333333333,1000 hectares
China,1973,Crop sown area,Wheat ,26439,1000 hectares
China,1973,Government expenditures on agriculture,Ag production & operating expenses,3.549,Billion yuan
China,1973,Government expenditures on agriculture,Capital construction,3.748,Billion yuan
China,1973,Government expenditures on agriculture,Rural relief funds,0.91,Billion yuan
China,1973,Government expenditures on agriculture,Science & technology promotion & trials,0.003,Billion yuan
China,1973,Government expenditures on agriculture,Total government expenditures for agriculture,8.517,Billion yuan
China,1973,Government expenditures on agriculture,Working capital,0.302,Billion yuan
China,1973,Industrial output of selected products,Beer,23,10000 Kiloliters
China,1973,Industrial output of selected products,Chemical fertilizers,4592,1000 tons
China,1973,Industrial output of selected products,Chemical fibers,148.8,1000 tons
China,1973,Industrial output of selected products,Chemical pesticides,456,1000 tons
China,1973,Industrial output of selected products,Cigarettes,8460,1000 cases
China,1973,Industrial output of selected products,Cloth,8710,Million meters
China,1973,Industrial output of selected products,Cotton cloth,7220,Million meters
China,1973,Industrial output of selected products,Edible vegetable oils,1360,1000 tons
China,1973,Industrial output of selected products,Electricity,166.8,Billion kwh
China,1973,Industrial output of selected products,Household refrigerators,10,1000 units
China,1973,Industrial output of selected products,Nitrogen fertilizer,2996,1000 tons
China,1973,Industrial output of selected products,Phosphate fertilizer,1589,1000 tons
China,1973,Industrial output of selected products,Silk,21.1,1000 tons
China,1973,Industrial output of selected products,Woolen piece goods,62.11,Million meters
China,1973,Industrial output of selected products,Yarn,1967,1000 tons
China,1973,Livestock inventories,Buffalo,17159,1000
China,1973,Livestock inventories,Camels,500,1000
China,1973,Livestock inventories,Cattle & buffalo,74676,1000
China,1973,Livestock inventories,Dairy cattle,389,1000
China,1973,Livestock inventories,Donkeys,8350,1000
China,1973,Livestock inventories,Hogs,257940,1000
China,1973,Livestock inventories,Horses,10730,1000
China,1973,Livestock inventories,Large animals,97180,1000
China,1973,Livestock inventories,Mules,2923,1000
China,1973,Livestock inventories,Sheep & goats,157280,1000
China,1973,Livestock inventories,Yellow cattle,57128,1000
China,1973,Livestock products,Cow milk,807,1000 tons
China,1973,Livestock products,Other milk,81,1000 tons
China,1973,Livestock products,Pork ,6730,1000 tons
China,1973,Macroeconomic data,Exchange rate,1.9894,Yuan per US$
China,1973,Macroeconomic data,GDP per capita,309,Yuan
China,1973,Macroeconomic data,GDP: Primary industry,90.75,Billion yuan
China,1973,Macroeconomic data,Gross domestic product,272.09,Billion yuan
China,1973,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",117.3,Billion yuan
China,1973,Macroeconomic data,Population,89211,10000
China,1973,Macroeconomic data,Rural employment,29264,10000
China,1973,Macroeconomic data,Total employment,36652,10000
China,1973,Macroeconomic data,Total exports (million),5820,Million U.S. dollars
China,1973,Macroeconomic data,Total imports (million),5160,Million U.S. dollars
China,1973,Macroeconomic data,Total wages (100 million yuan),429.1,100 mil. yuan
China,1973,Price indexes,Ag product purchase price index,100.8,Previous year=100
China,1973,Price indexes,Consumer price index,100.1,Previous year=100
China,1973,Price indexes,Retail price index,100.6,Previous year=100
China,1973,Price indexes,Urban CPI,100.1,Previous year=100
China,1972,Agricultural inputs,Ag employment (primary industry),282.83,million
China,1972,Agricultural inputs,Cultivated land area,100614,1000 hectares
China,1972,Agricultural inputs,Irrigated area by mech/elec pump,17517.3333333333,1000 hectares
China,1972,Agricultural inputs,Total fertilizer consumption,4207,1000 tons
China,1972,Animals slaughtered,Hogs,165980,1000
China,1972,Crop production,Apples,850,1000 tons
China,1972,Crop production,Bananas,114,1000 tons
China,1972,Crop production,Citrus,308,1000 tons
China,1972,Crop production,Corn,32100,1000 tons
China,1972,Crop production,Cotton,1958,1000 tons
China,1972,Crop production,Early rice,45735,1000 tons
China,1972,Crop production,Fruit,4442,1000 tons
China,1972,Crop production,Grain,240480,1000 tons
China,1972,Crop production,Grapes,101,1000 tons
China,1972,Crop production,Late rice,31390,1000 tons
China,1972,Crop production,Middle rice,30440,1000 tons
China,1972,Crop production,Millet,5950,1000 tons
China,1972,Crop production,Oil crops,4118,1000 tons
China,1972,Crop production,Peanuts,2092,1000 tons
China,1972,Crop production,Pears,1048,1000 tons
China,1972,Crop production,Rapeseed,1397,1000 tons
China,1972,Crop production,Rice,113355,1000 tons
China,1972,Crop production,Sesame seed,259,1000 tons
China,1972,Crop production,Sorghum,8050,1000 tons
China,1972,Crop production,Soybeans,6450,1000 tons
China,1972,Crop production,Sugar beets,2322,1000 tons
China,1972,Crop production,Sugar cane,16416,1000 tons
China,1972,Crop production,Tea,170,1000 tons
China,1972,Crop production,Tubers,24520,1000 tons
China,1972,Crop production,Wheat ,35985,1000 tons
China,1972,Crop sown area,Corn,16703,1000 hectares
China,1972,Crop sown area,Cotton,4896,1000 hectares
China,1972,Crop sown area,Early rice,12705.3333333333,1000 hectares
China,1972,Crop sown area,Fiber crops,503.6,1000 hectares
China,1972,Crop sown area,Fruit orchards,1171,1000 hectares
China,1972,Crop sown area,Grain,121209,1000 hectares
China,1972,Crop sown area,Late rice,11807.3333333333,1000 hectares
China,1972,Crop sown area,Middle rice,8563.33333333333,1000 hectares
China,1972,Crop sown area,Millet,5758.66666666667,1000 hectares
China,1972,Crop sown area,Oil crops,5297,1000 hectares
